160,60,0.000402772
164,57,0.000481056
164,63,0.000343359
156,57,0.000352099
154,61,0.000345187
165,60,0.000359346
158,63,0.000349401
154,58,0.00035194
162,58,0.000373582
163,61,0.000372787
157,58,0.000370663
161,63,0.000353163
154,60,0.000353425
165,58,0.000355542
159,57,0.00036069
162,57,0.000492646
157,60,0.000378543
166,61,0.000350387
157,61,0.000368293
163,60,0.000384835
160,58,0.000380878
160,61,0.000383931
155,51,0.000965016
164,51,0.00102093
172,54,0.000685929
146,57,0.000710743
173,58,0.000542949
172,64,0.000730233
152,65,0.000847774
150,54,0.00073919
160,52,0.000308269
148,63,0.000453191
166,65,0.000793239
175,61,0.000752089
145,60,0.00080613
167,54,0.00043859
154,54,0.000313774
159,65,0.000729829
170,57,0.000317427
151,57,0.00032035
169,52,0.000913166
162,54,0.000448165
149,58,0.000311602
171,60,0.000313231
152,52,0.000651016
155,64,0.000398273
170,63,0.000306875
162,64,0.000324123
149,55,0.000530779
149,64,0.00074485
154,55,0.000326279
148,61,0.000433006
165,64,0.00031509
169,64,0.000393636
171,58,0.000314657
168,58,0.000335023
151,58,0.000331584
172,55,0.000580207
160,51,0.000449222
167,63,0.000326184
151,63,0.000316142
173,63,0.000580182
154,63,0.000334837
148,60,0.00030816
151,60,0.000329959
168,60,0.000335445
174,60,0.000460193
157,52,0.000306016
155,52,0.000305851
157,54,0.000320988
164,54,0.000553607
152,54,0.000310259
159,54,0.000324819
162,51,0.000493697
157,51,0.000553719
157,55,0.0003363
169,55,0.000308553
152,55,0.000313221
162,65,0.00044094
159,64,0.000325087
172,57,0.000525105
148,57,0.000310008
154,57,0.000337509
167,57,0.000334684
159,55,0.000426768
162,52,0.000383912
169,54,0.000299176
172,61,0.000305758
169,61,0.000327516
151,61,0.000322241
146,58,0.000521946
152,64,0.000303769
167,55,0.000401627
188,1,0.000695516
132,1,0.00140492
160,2,0.00127135
174,1,0.00110232
146,1,0.00110176
181,4,0.00199256
139,4,0.00181375
168,44,0.00182855
167,5,0.00212863
153,5,0.00251629
152,44,0.00154319
143,48,0.00189805
180,51,0.00260969
160,44,0.0015274
137,54,0.00183933
184,58,0.00184623
136,63,0.00251591
173,48,0.0020373
165,1,0.000751836
155,1,0.000756993
156,70,0.00188337
169,70,0.00240275
150,1,0.000883268
169,1,0.00101771
150,48,0.00104624
163,5,0.00156013
138,58,0.00186726
182,64,0.00220908
142,1,0.000875775
184,1,0.000815775
136,1,0.00081074
176,4,0.00206478
142,67,0.00279984
179,55,0.00171769
157,5,0.00165795
157,47,0.00115918
143,52,0.0016653
163,47,0.00110679
172,4,0.00212751
178,1,0.000933585
145,4,0.00186025
149,4,0.00198483
175,67,0.00221507
176,52,0.00151825
148,51,0.00134583
183,61,0.00194127
179,58,0.00112334
142,63,0.00137207
167,47,0.00109932
156,44,0.00121872
164,44,0.00157506
160,5,0.00118605
169,50,0.00127415
142,4,0.00161688
139,1,0.000715019
181,1,0.000716161
172,45,0.00176481
141,55,0.00114475
149,45,0.00154818
162,68,0.00104879
153,47,0.00105183
163,2,0.00119148
153,2,0.00106424
190,2,0.00260172
186,2,0.00153862
167,2,0.00111565
157,2,0.00121014
134,2,0.00185716
160,48,0.00106182
150,68,0.00158902
146,47,0.00141803
90,1,0.00206111
230,2,0.00404926
111,5,0.00294603
210,2,0.00272315
162,28,0.00357762
148,31,0.00330877
176,34,0.00331269
122,7,0.00438898
138,38,0.00408471
200,7,0.0037526
186,41,0.0038471
101,2,0.00281295
220,2,0.00310018
171,14,0.00392845
150,14,0.00467378
131,45,0.00382784
194,51,0.00375352
162,14,0.00331357
122,57,0.0040597
156,35,0.00186096
167,35,0.00308672
131,9,0.00296683
183,11,0.0032094
190,73,0.00420058
123,68,0.00424079
141,11,0.00409367
117,1,0.00220636
198,64,0.0036122
147,38,0.00311086
137,74,0.00511586
197,1,0.00240422
204,1,0.00208268
125,1,0.00233543
189,9,0.00326052
128,51,0.00380155
162,75,0.00497452
196,57,0.00454875
174,40,0.00307493
157,11,0.00342164
176,9,0.00352683
186,47,0.00328355
123,63,0.00387717
194,7,0.00346109
107,1,0.00182257
156,30,0.0030411
138,44,0.00323311
147,9,0.00336335
225,1,0.00195148
95,2,0.00272916
215,1,0.00175762
116,7,0.00412189
180,44,0.00285724
136,8,0.00280906
170,31,0.00436389
128,5,0.00310971
180,38,0.00279166
144,34,0.00293001
161,38,0.00272503
167,11,0.00239685
206,5,0.00318405
193,68,0.00324369
136,50,0.00237152
155,40,0.00227082
160,32,0.00209878
189,54,0.00237311
161,9,0.00197199
184,7,0.00227134
151,35,0.00207356
112,1,0.00140745
130,57,0.00234791
172,9,0.00206886
70,7,0.0061092
204,27,0.00410183
117,28,0.00507829
245,8,0.00418307
108,44,0.00447755
209,41,0.00367931
132,24,0.00399903
188,24,0.00362413
258,7,0.00478468
214,15,0.00488104
219,57,0.0036823
103,14,0.00452082
100,60,0.00496439
58,7,0.00581498
225,68,0.00479578
81,8,0.00443379
210,83,0.0054288
121,18,0.00493781
95,74,0.00570806
198,17,0.0047912
177,22,0.00509468
197,35,0.00387054
123,37,0.00428479
143,21,0.00532065
225,11,0.00511829
115,84,0.00601676
92,11,0.00376568
236,9,0.00498177
211,50,0.00497879
157,21,0.00470532
112,18,0.00579579
107,52,0.00541548
251,2,0.00380716
188,32,0.0038567
266,7,0.00608839
166,21,0.00538424
241,1,0.00324903
207,19,0.00400287
112,37,0.00484345
198,44,0.00465682
135,17,0.0039708
277,5,0.00507811
131,32,0.00372056
29,5,0.00582657
120,44,0.00445333
206,34,0.00346579
78,1,0.00325554
339,5,0.00775195
40,5,0.00588527
50,5,0.00558434
220,75,0.00461028
205,12,0.00377522
195,28,0.00369782
102,67,0.00383534
216,8,0.00410138
190,17,0.00353622
125,28,0.00367484
13,5,0.00566474
138,28,0.0040327
20,5,0.00408949
182,28,0.00365632
183,18,0.00389283
308,5,0.00575474
300,5,0.00567564
128,15,0.00384252
284,5,0.00614476
87,7,0.00342451
214,63,0.00365779
151,24,0.00416146
98,8,0.00269885
105,8,0.00331597
56,40,0.00137539
263,40,0.00144856
289,63,0.00184078
35,61,0.00184727
236,32,0.00422318
84,32,0.00398944
343,71,0.0020194
355,21,0.0024327
323,21,0.00205657
281,25,0.00197029
38,25,0.00192052
66,24,0.00274876
17,22,0.00136933
303,22,0.00165166
254,24,0.0024994
68,55,0.00331537
256,57,0.00280995
239,47,0.00359071
338,19,0.00286218
34,75,0.00430419
87,47,0.00570082
52,19,0.003377
289,77,0.00428265
99,28,0.00582799
221,28,0.00510558
268,19,0.00329916
292,15,0.00331612
241,21,0.00375453
72,41,0.00317526
80,21,0.00386689
61,67,0.0034995
7,15,0.00276697
50,51,0.00133935
260,68,0.00460484
329,11,0.00616607
28,17,0.00329775
224,41,0.00415897
249,37,0.00283899
350,11,0.00555269
318,11,0.00581841
345,83,0.00424232
311,68,0.00172549
269,50,0.00134581
96,38,0.00450973
229,21,0.00483681
54,30,0.00171185
270,30,0.00168497
280,15,0.00360037
41,15,0.00379693
91,21,0.00445548
238,57,0.00405288
254,47,0.00256025
10,68,0.00177913
73,31,0.00247405
62,15,0.00330494
252,15,0.00323469
72,15,0.00332045
359,8,0.00658841
312,19,0.00234998
79,63,0.00396796
272,58,0.00170814
18,14,0.0028364
301,14,0.00291139
62,47,0.00188088
261,15,0.00274433
259,31,0.00214176
290,24,0.00159081
227,50,0.00319897
51,60,0.00176112
63,32,0.00192099
216,35,0.00331723
245,28,0.00236038
335,45,0.000937109
8,44,0.00103889
304,44,0.000872719
30,41,0.00130206
351,35,0.00105498
285,40,0.00115243
354,55,0.00123252
321,35,0.00103021
319,54,0.00104132
5,31,0.00102775
336,32,0.000824708
17,54,0.00130481
290,51,0.00100505
19,34,0.00075772
298,34,0.000868376
42,35,0.00130915
335,61,0.00124919
352,45,0.00146068
34,51,0.00156491
310,31,0.00107204
27,27,0.00143231
345,27,0.00149511
304,57,0.0011265
318,44,0.000985408
42,44,0.00147236
274,40,0.00101862
331,25,0.00128345
20,45,0.00116747
1,38,0.00111611
342,52,0.00112164
354,64,0.001296
329,38,0.000889328
278,32,0.00124616
8,60,0.00105835
288,32,0.00126484
32,32,0.00113708
4,22,0.00135316
281,47,0.00114204
318,27,0.00131981
6,51,0.00115084
341,40,0.00102575
295,41,0.00107815
311,38,0.000881701
356,30,0.00130145
317,61,0.00101507
45,28,0.00152445
330,52,0.00101429
10,37,0.000836163
12,28,0.000917786
327,31,0.000989428
309,50,0.000919536
297,27,0.00108998
20,63,0.00127002
329,67,0.00105021
53,45,0.00102805
51,35,0.00111987
278,52,0.000846656
43,55,0.000992185
303,30,0.000758137
17,40,0.000774192
285,57,0.00094626
305,35,0.000720453
26,35,0.000845477
20,28,0.00085451
298,48,0.000832574
337,27,0.000835818
305,63,0.000871086
10,22,0.00102169
326,44,0.000783673
269,35,0.00094542
343,32,0.000744832
